,employee_id,department,region,education,gender,recruitment_channel,no_of_trainings,age,previous_year_rating,length_of_service,KPIs_met >80%,awards_won?,avg_training_score,is_promoted
16776,675,7,14,0,1,other,1,28,2.0,4,1,0,51,0
16777,28013,5,8,2,0,sourcing,1,33,3.0,7,0,0,73,0
16778,40252,7,19,0,1,other,1,33,5.0,5,1,0,51,0
16779,56701,7,31,0,1,sourcing,2,31,4.0,5,1,0,53,1
16780,64379,4,11,2,0,other,1,53,5.0,21,0,0,59,0
16781,35615,0,17,0,1,sourcing,1,27,3.329255780917055,1,0,0,85,0
16782,67967,1,11,0,1,other,1,33,4.0,1,0,0,58,0
16783,46249,7,20,0,1,other,1,41,3.0,9,1,0,49,0
16784,64040,7,11,0,1,other,1,39,5.0,5,1,0,51,0
16785,40144,5,31,2,1,sourcing,1,46,3.0,3,0,0,63,0
16786,75691,1,11,0,1,other,1,38,4.0,9,0,0,61,0
16787,26046,7,19,0,1,sourcing,2,38,5.0,5,0,0,50,0
16788,58494,4,31,0,1,other,1,29,2.0,6,0,0,67,0
16789,57776,1,14,0,1,other,2,24,3.329255780917055,1,1,0,62,1
16790,74049,7,6,0,1,other,1,39,2.0,8,0,0,50,0
16791,49738,4,11,0,0,other,1,33,5.0,7,1,0,63,0
16792,77041,7,7,0,0,other,1,30,1.0,5,0,0,50,0
16793,59474,7,13,0,1,other,3,28,3.329255780917055,1,0,0,47,0
16794,20129,1,11,0,0,sourcing,2,25,4.0,2,1,0,59,0
16795,20162,7,0,0,1,other,1,28,5.0,7,0,0,53,0
16796,20918,8,18,0,0,sourcing,2,26,5.0,3,1,0,78,0
16797,20610,2,14,0,1,sourcing,1,30,3.0,7,0,0,65,1
16798,45790,4,20,0,1,other,1,30,3.0,2,0,0,56,0
16799,67749,8,31,2,1,other,1,49,4.0,17,1,0,76,0
16800,65434,7,19,2,1,other,1,37,4.0,5,0,0,54,0
16801,13146,5,18,0,0,other,1,37,5.0,4,1,0,65,0
16802,59974,7,24,0,1,sourcing,1,49,1.0,15,0,0,46,0
16803,60515,7,17,0,1,other,1,41,4.0,13,0,0,48,0
16804,65179,1,18,0,1,other,1,28,3.329255780917055,1,1,0,60,0
16805,30731,5,11,0,0,referred,2,32,1.0,3,0,0,67,0
16806,61112,8,11,0,1,other,1,48,3.0,3,0,0,83,0
16807,5196,7,6,0,1,sourcing,1,35,1.0,10,1,0,57,1
16808,60013,3,14,0,1,other,1,31,3.0,2,0,0,63,0
16809,65888,7,25,0,1,other,3,27,1.0,1,1,0,49,0
16810,28618,7,27,0,1,sourcing,1,26,3.0,1,0,0,53,0
16811,42181,7,23,0,1,other,1,34,3.0,10,0,0,51,0
16812,49993,7,14,2,0,other,5,32,1.0,8,0,0,52,0
16813,48769,5,4,2,0,other,1,30,3.329255780917055,1,1,1,71,0
16814,77676,4,29,0,1,other,1,37,3.0,7,0,0,63,0
16815,3637,1,11,0,1,other,2,30,4.0,4,0,0,64,0
16816,55064,7,32,0,1,other,1,32,1.0,6,0,0,58,0
16817,42009,4,28,0,1,other,1,28,3.329255780917055,1,1,0,61,1
16818,46998,7,6,0,1,other,1,46,3.0,18,0,0,53,0
16819,48455,4,11,2,1,sourcing,2,53,5.0,19,0,0,61,0
16820,30019,1,25,0,1,other,2,31,3.0,6,0,0,58,0
16821,15125,7,11,2,1,sourcing,1,50,5.0,11,0,0,49,0
16822,53789,0,23,0,1,sourcing,3,33,1.0,3,0,0,82,0
16823,50935,0,14,0,1,sourcing,1,27,4.0,2,0,0,87,0
16824,75584,4,17,0,0,other,1,29,4.0,4,1,0,59,0
16825,70513,0,18,0,1,sourcing,1,29,3.0,6,1,0,87,0
16826,11877,4,22,0,1,other,1,29,3.329255780917055,1,0,0,59,0
16827,31021,8,24,0,1,other,1,23,5.0,2,1,0,79,0
16828,61132,4,7,2,0,other,1,43,5.0,2,1,0,61,0
16829,35387,8,4,2,1,sourcing,1,48,3.0,7,0,0,84,0
16830,22342,7,7,0,1,sourcing,1,34,4.0,3,0,0,52,0
16831,73129,7,17,0,1,other,1,26,4.0,4,0,0,54,0
16832,3925,7,9,0,1,other,1,26,1.0,2,0,0,48,0
16833,133,8,6,2,1,other,1,46,3.0,6,0,0,77,0
16834,72740,5,24,0,1,other,2,31,3.0,10,0,0,67,0
16835,63243,7,7,0,1,sourcing,1,40,1.0,6,1,0,52,0
16836,34015,7,19,0,1,other,1,37,3.0,6,0,0,55,0
16837,4756,7,19,0,1,other,1,33,5.0,7,1,0,57,0
16838,45517,4,11,2,0,sourcing,1,43,4.0,4,1,0,57,0
16839,34984,0,19,0,1,other,1,29,3.329255780917055,1,1,0,86,0
16840,32730,2,24,0,1,other,1,32,5.0,4,0,0,46,0
16841,69004,8,4,0,1,sourcing,1,29,3.329255780917055,1,1,0,79,0
16842,68563,7,11,2,1,other,2,32,4.0,6,0,0,53,0
16843,76423,5,6,0,0,other,1,29,2.0,5,0,0,70,0
16844,72199,1,2,0,1,other,3,30,3.0,4,0,0,55,0
16845,37174,4,14,2,1,sourcing,1,44,4.0,5,1,0,57,0
16846,33047,1,4,0,1,other,1,28,5.0,4,1,0,58,0
16847,43091,4,6,0,0,other,1,39,5.0,5,0,0,60,0
16848,30658,7,14,0,1,other,2,28,5.0,4,1,0,58,0
16849,18414,4,13,0,1,sourcing,1,32,4.0,8,0,0,60,0
16850,75912,7,14,0,1,sourcing,3,33,2.0,9,0,0,50,0
16851,54566,8,11,2,1,other,1,31,3.0,3,0,0,79,0
16852,37710,4,24,0,0,other,1,38,3.0,7,1,0,61,1
16853,10128,7,28,2,1,sourcing,1,30,3.0,6,1,0,56,0
16854,40560,7,28,0,1,other,1,42,3.0,3,0,0,53,0
16855,11070,7,4,0,0,sourcing,1,31,2.0,9,0,0,49,0
16856,12410,8,11,0,0,other,1,59,1.0,28,0,0,83,0
16857,45848,0,21,0,1,other,1,29,2.0,8,0,0,85,0
16858,4983,4,18,0,0,other,1,35,3.0,7,0,0,57,0
16859,31111,7,18,0,1,other,1,32,2.0,7,0,0,55,0
16860,72684,5,21,0,1,other,1,28,3.329255780917055,1,0,0,69,0
16861,34536,8,31,2,1,other,1,45,4.0,5,1,0,82,0
16862,67721,1,31,0,0,other,1,24,3.0,1,0,0,62,0
16863,1629,7,31,0,1,sourcing,1,32,3.0,7,1,0,52,1
16864,64103,5,6,0,1,other,1,32,4.0,6,1,0,70,0
16865,4234,7,1,2,1,other,1,37,5.0,10,1,0,43,0
16866,4375,4,6,0,1,other,1,49,5.0,9,1,0,59,0
16867,14486,0,14,0,1,referred,1,29,5.0,5,1,0,83,0
16868,16091,7,11,0,0,other,1,34,3.0,3,1,0,48,0
16869,69169,8,31,0,1,other,2,30,4.0,3,0,0,78,0
16870,4142,7,6,0,1,sourcing,1,37,4.0,7,0,0,49,0
16871,16419,2,15,0,1,other,1,30,2.0,5,0,0,48,0
16872,68531,1,11,0,1,other,1,60,3.0,9,0,0,66,0
16873,14523,0,25,0,1,sourcing,1,27,3.0,2,0,0,88,0
16874,3314,7,31,0,1,sourcing,2,26,3.0,2,0,0,50,0
16875,77585,7,12,0,1,other,1,33,5.0,7,1,0,47,0
16876,63253,8,2,0,1,other,1,37,1.0,8,0,0,81,0
16877,51502,5,11,2,0,other,1,52,4.0,20,0,0,67,0
16878,64792,7,24,0,1,other,1,27,4.0,4,0,0,49,0
16879,61041,8,31,1,1,sourcing,1,23,3.329255780917055,1,0,0,77,0
16880,76035,2,31,2,0,other,1,36,3.0,6,0,0,50,0
16881,34206,7,6,0,1,other,1,42,1.0,3,0,0,54,0
16882,3016,7,11,0,1,sourcing,1,24,5.0,2,0,0,62,1
16883,41398,8,31,0,0,sourcing,1,36,1.0,10,0,0,77,0
16884,49736,4,21,2,0,other,1,31,5.0,6,0,0,62,0
16885,997,4,10,0,1,sourcing,2,36,3.0,5,1,0,58,1
16886,8122,5,4,0,1,sourcing,2,30,3.0,8,0,0,71,0
16887,53459,1,23,0,0,sourcing,1,28,5.0,4,1,0,62,0
16888,13224,7,2,0,1,other,1,37,4.0,5,0,0,53,0
16889,63510,7,27,0,1,sourcing,1,26,1.0,2,1,0,51,0
16890,61017,8,28,0,1,sourcing,1,29,3.0,6,0,0,85,0
16891,31833,7,1,2,1,other,1,40,3.0,7,0,0,48,0
16892,8011,5,11,2,0,sourcing,1,48,4.0,19,0,0,69,0
16893,77579,4,6,2,1,other,1,52,3.0,9,0,0,61,0
16894,62227,2,0,2,1,sourcing,1,33,3.0,3,0,0,52,0
16895,53455,7,31,0,1,sourcing,1,34,1.0,9,0,0,47,0
16896,76106,7,20,2,0,sourcing,2,35,3.0,10,0,0,49,0
16897,40882,8,6,0,1,other,1,27,5.0,3,1,0,83,0
16898,45451,4,28,0,0,sourcing,1,32,2.0,3,0,0,60,0
16899,75882,5,14,0,1,sourcing,1,30,5.0,2,1,0,69,0
16900,34865,7,19,0,1,other,2,36,3.0,7,1,0,48,0
16901,13469,4,4,2,1,other,1,36,1.0,5,0,0,60,0
16902,11904,7,11,2,0,other,2,55,1.0,14,0,0,53,0
16903,39733,7,1,2,1,sourcing,2,43,1.0,12,0,0,46,0
16904,31754,8,31,0,1,other,1,30,4.0,9,1,0,79,0
16905,34383,7,4,2,1,other,1,59,1.0,4,1,0,51,0
16906,27213,8,7,2,1,sourcing,1,37,1.0,4,1,0,81,0
16907,52500,0,15,0,1,other,2,33,3.0,8,0,0,84,0
16908,7430,7,4,2,1,other,1,45,4.0,15,0,0,49,0
16909,51026,5,11,2,0,sourcing,1,38,3.0,10,0,0,64,0
16910,39211,7,31,0,1,other,1,42,5.0,3,1,0,48,0
16911,77011,4,14,2,0,other,1,36,3.0,4,1,0,60,0
16912,51878,0,14,0,1,other,1,27,5.0,3,1,0,86,0
16913,48036,4,32,0,0,sourcing,1,33,2.0,6,0,0,62,0
16914,72191,7,12,0,1,sourcing,1,42,1.0,7,0,0,48,0
16915,53004,7,6,0,1,sourcing,2,27,3.0,3,0,0,52,0
16916,38431,0,15,0,1,sourcing,1,33,2.0,5,0,0,83,0
16917,6844,7,17,0,1,other,1,36,3.0,5,1,0,52,0
16918,33561,7,22,2,1,sourcing,1,42,3.0,5,0,0,43,0
16919,71503,4,31,0,1,other,1,40,5.0,3,1,1,64,0
16920,55757,7,11,2,1,other,2,36,3.0,10,0,0,47,0
16921,16731,5,11,2,1,other,1,46,5.0,7,1,0,64,0
16922,5374,4,24,0,1,other,1,30,4.0,4,1,0,62,0
16923,30713,4,6,0,0,referred,1,32,5.0,6,0,0,61,0
16924,40985,8,14,2,0,other,1,35,3.0,8,1,0,77,0
16925,43710,4,11,2,1,sourcing,1,38,3.0,5,0,0,60,0
16926,6681,5,11,0,1,other,1,42,3.0,11,0,0,68,0
16927,6396,4,11,0,0,other,1,51,4.0,4,1,0,60,0
16928,32304,8,31,0,0,sourcing,3,41,1.0,4,0,0,80,0
16929,67633,4,11,2,1,other,1,45,5.0,3,0,0,59,0
16930,12302,4,2,0,1,other,1,31,4.0,6,0,0,61,0
16931,66763,7,23,0,1,sourcing,1,26,5.0,3,0,0,55,0
16932,15213,4,11,0,0,other,1,58,4.0,17,1,0,62,0
16933,11324,1,11,0,0,sourcing,1,53,5.0,33,1,0,58,0
16934,21907,7,6,2,1,other,1,37,3.0,5,0,0,50,0
16935,63403,0,11,0,1,sourcing,1,32,3.0,4,0,0,84,0
16936,51764,7,4,0,1,other,1,25,2.0,3,0,0,50,0
16937,32414,4,2,0,0,other,2,34,4.0,8,0,0,58,0
16938,43076,7,14,0,1,other,1,29,1.0,6,1,0,46,0
16939,72818,5,31,2,1,sourcing,1,40,4.0,13,1,0,74,0
16940,74854,4,24,0,1,sourcing,1,37,4.0,3,0,0,65,0
16941,71124,6,4,2,1,other,3,34,4.0,6,1,0,85,0
16942,1635,7,31,0,1,sourcing,2,48,3.0,7,0,0,50,0
16943,40399,0,6,0,1,other,1,37,1.0,7,0,0,85,0
16944,70199,7,0,2,1,sourcing,1,35,3.0,3,0,0,51,0
16945,21201,8,11,2,1,other,1,50,2.0,19,0,0,86,0
16946,36940,8,16,2,1,other,3,34,5.0,7,1,0,82,0
16947,30487,1,17,0,1,sourcing,1,29,5.0,2,1,0,57,0
16948,67669,2,11,2,1,other,1,56,3.0,20,0,0,52,0
16949,9895,7,31,0,1,other,2,32,1.0,5,0,0,47,0
16950,2992,7,11,2,0,other,2,50,3.0,19,0,0,48,0
16951,74780,8,11,1,1,other,1,24,3.329255780917055,1,0,1,77,0
16952,46139,8,31,2,0,other,2,50,4.0,23,1,0,85,1
16953,14138,8,14,2,1,other,1,27,3.0,3,0,0,76,0
16954,78213,7,5,0,1,sourcing,1,23,5.0,2,1,0,55,0
16955,43265,4,30,0,1,other,1,30,4.0,4,0,0,62,0
16956,25526,7,25,0,1,other,4,26,2.0,4,0,0,49,0
16957,25247,4,4,0,1,other,1,35,4.0,10,1,0,58,0
16958,39186,7,33,0,1,sourcing,1,28,2.0,5,0,0,48,0
16959,55531,4,14,0,1,sourcing,1,32,4.0,6,1,0,58,0
16960,58656,7,20,0,1,other,2,38,5.0,2,1,0,48,0
16961,2870,5,31,2,0,other,1,54,1.0,11,0,0,69,0
16962,70015,7,11,2,0,other,1,33,2.0,8,0,0,49,0
16963,41852,4,4,0,1,sourcing,1,38,3.0,7,0,0,62,0
16964,11660,0,11,2,1,other,2,34,1.0,4,0,0,86,0
16965,157,7,11,0,0,sourcing,1,32,4.0,10,0,0,53,0
16966,61866,7,4,0,1,sourcing,2,39,3.0,9,0,0,49,0
16967,62913,8,21,2,0,other,1,34,4.0,8,1,0,81,0
16968,39412,5,18,0,0,other,1,35,5.0,2,1,0,68,0
16969,39484,8,11,0,0,other,1,24,3.329255780917055,1,1,0,78,0
16970,35429,7,7,0,1,sourcing,1,32,1.0,3,0,0,53,0
16971,32371,4,4,0,0,sourcing,1,36,4.0,4,0,0,58,0
16972,45536,4,11,0,0,sourcing,2,35,2.0,10,0,0,55,0
16973,47391,5,4,0,0,sourcing,1,30,3.0,3,1,0,68,0
16974,1896,4,24,0,1,other,1,33,5.0,6,1,0,59,0
16975,7034,5,18,0,0,other,1,36,5.0,8,0,0,70,0
16976,40355,7,11,2,1,other,1,59,3.0,29,0,0,48,0
16977,45971,0,14,0,1,referred,2,29,5.0,2,1,0,86,0
16978,38594,7,31,0,1,other,2,36,3.0,7,0,0,53,0
16979,21157,5,6,0,1,sourcing,1,35,3.0,11,0,0,66,0
16980,19893,4,7,0,0,other,1,38,4.0,5,1,0,60,0
16981,7729,0,18,0,1,sourcing,1,29,4.0,4,0,1,85,0
16982,3512,8,13,2,1,other,1,36,3.0,9,0,0,80,0
16983,61468,4,6,0,1,sourcing,1,31,4.0,5,1,0,55,0
16984,12273,4,31,2,1,sourcing,1,39,5.0,11,0,0,64,0
16985,19190,4,6,0,1,other,2,37,3.0,8,0,0,57,0
16986,27281,0,31,0,1,other,1,30,2.0,3,0,0,83,0
16987,70285,5,19,0,1,sourcing,1,43,5.0,10,1,0,71,0
16988,77005,7,8,2,1,other,1,42,5.0,12,1,0,51,0
16989,12526,5,23,0,0,sourcing,1,30,5.0,8,1,0,66,0
16990,48681,1,11,2,1,sourcing,1,34,2.0,10,0,0,66,0
16991,14044,4,14,1,1,other,3,26,5.0,4,1,0,63,0
16992,28208,5,11,0,1,other,1,28,3.0,9,1,0,74,0
16993,43101,7,14,0,0,sourcing,1,29,3.329255780917055,1,1,0,51,0
16994,51807,1,14,0,0,other,2,29,3.0,3,0,0,68,0
16995,54200,4,6,0,0,other,1,48,3.0,16,0,0,59,0
16996,62291,8,11,0,0,sourcing,2,43,4.0,5,1,0,80,0
16997,60647,8,28,2,0,other,1,39,3.0,9,0,0,79,0
16998,76061,4,31,2,0,other,1,41,4.0,8,1,0,59,0
16999,5678,4,11,0,1,other,2,41,3.0,5,0,0,59,0
17000,26784,4,6,0,0,sourcing,1,32,3.0,4,1,0,63,1
17001,35893,4,4,2,1,sourcing,1,36,5.0,6,1,0,53,0
17002,56221,0,31,0,1,other,2,33,3.0,7,0,0,85,0
17003,41743,1,11,0,1,sourcing,1,33,3.0,4,1,0,59,0
17004,69727,0,11,0,1,other,1,50,3.0,19,1,0,84,0
17005,55699,1,20,0,1,other,3,34,3.0,6,1,0,56,0
17006,53919,7,11,0,1,other,1,37,1.0,10,0,0,54,0
17007,40999,7,20,2,1,sourcing,1,41,4.0,7,1,0,91,1
17008,32479,7,11,0,1,other,1,47,2.0,16,0,0,52,0
17009,32690,4,28,0,0,other,1,36,5.0,2,0,0,69,1
17010,31290,0,31,0,1,sourcing,1,40,5.0,8,1,0,82,0
17011,2064,0,24,0,1,other,1,31,2.0,2,0,0,79,0
17012,43606,8,11,1,1,sourcing,1,23,3.329255780917055,1,0,0,82,0
17013,29468,7,7,0,1,sourcing,1,39,2.0,11,0,0,51,0
17014,4597,5,31,2,1,other,1,44,5.0,6,1,0,71,1
17015,9625,5,14,0,1,other,1,33,3.0,5,0,0,69,0
17016,63859,5,11,2,1,other,2,33,3.0,5,1,0,65,0
17017,35375,7,17,2,0,other,1,34,4.0,10,0,0,51,0
17018,41408,8,5,0,1,sourcing,3,33,3.0,4,0,0,79,0
17019,21752,5,4,0,0,sourcing,1,30,3.0,7,1,0,67,1
17020,53306,4,10,0,1,other,1,32,5.0,7,1,0,55,0
17021,46110,0,14,2,1,other,1,39,1.0,5,0,0,80,0
17022,46183,4,10,0,1,sourcing,2,31,3.0,4,0,0,57,0
17023,3002,4,6,0,1,sourcing,2,38,4.0,9,0,0,57,0
17024,13930,7,21,0,1,other,1,34,3.0,4,0,0,53,0
17025,59520,5,28,2,1,other,1,34,1.0,9,0,0,70,0
17026,75375,4,14,0,1,other,3,32,3.0,3,0,0,57,0
17027,31359,1,5,0,1,other,1,34,4.0,3,1,0,61,0
17028,43940,7,20,0,1,other,1,30,3.329255780917055,1,1,0,48,0
17029,7904,2,7,1,1,other,1,22,3.0,2,0,0,49,0
17030,16988,7,11,2,1,other,1,57,3.0,16,0,0,50,0
17031,37980,7,6,0,1,sourcing,1,23,5.0,2,0,0,49,0
17032,31190,8,1,2,0,other,2,35,4.0,7,0,0,79,0
17033,77822,1,6,0,0,sourcing,1,29,5.0,5,0,0,55,0
17034,45418,3,11,0,1,other,1,30,3.329255780917055,1,0,0,62,0
17035,37216,8,6,0,1,other,1,31,4.0,2,1,1,77,1
17036,65119,7,6,0,1,sourcing,1,34,3.0,7,1,0,52,0
17037,72400,2,12,0,1,other,1,29,1.0,2,0,0,48,0
17038,23254,8,11,2,0,sourcing,1,46,3.0,6,0,0,78,0
17039,14959,0,14,0,1,other,1,26,3.329255780917055,1,0,0,80,0
17040,19749,0,18,0,1,other,2,23,3.329255780917055,1,0,0,82,0
17041,731,2,14,0,0,other,1,27,3.0,1,0,0,45,0
17042,57736,4,11,1,0,sourcing,1,23,3.329255780917055,1,1,0,54,0
17043,35262,7,27,0,1,other,1,29,3.0,5,0,0,50,0
17044,3029,4,11,0,0,sourcing,1,46,3.0,10,0,0,59,0
17045,59415,7,2,0,1,other,1,37,3.0,10,0,0,51,0
17046,18653,1,4,0,1,other,1,42,5.0,11,0,0,52,0
17047,2353,1,14,0,0,other,2,31,1.0,5,1,0,62,0
17048,51931,4,11,0,1,other,1,43,5.0,11,0,0,59,0
17049,27855,2,14,2,1,other,1,37,5.0,10,1,0,47,0
17050,6636,7,21,2,1,other,2,37,3.0,9,0,0,49,0
17051,74883,7,2,0,1,other,1,23,3.0,2,0,0,49,0
17052,75001,4,11,2,0,other,1,38,1.0,4,0,0,64,0
17053,59891,6,18,0,1,sourcing,4,28,3.0,3,0,0,83,0
17054,26841,7,18,0,1,other,1,27,3.0,3,0,0,49,0
17055,74056,1,4,2,1,sourcing,1,36,5.0,6,1,0,58,0
17056,34391,4,30,0,0,other,1,26,3.0,4,0,0,61,0
17057,25864,7,12,0,1,sourcing,1,36,1.0,3,1,0,54,0
17058,36877,1,14,2,1,other,2,33,4.0,7,0,0,58,0
17059,69788,4,18,0,1,sourcing,1,30,5.0,4,1,1,61,0
17060,387,7,19,0,1,other,1,32,5.0,5,0,0,45,0
17061,45894,1,14,2,1,other,1,37,3.0,7,0,0,58,0
17062,11576,7,31,0,1,sourcing,1,29,4.0,6,0,0,49,0
17063,78152,8,11,2,0,referred,1,55,3.0,7,0,0,82,0
17064,75968,4,31,0,0,other,1,28,5.0,4,0,0,64,0
17065,41055,8,24,2,1,other,1,46,3.0,17,0,0,80,0
17066,17990,4,18,0,1,sourcing,1,26,3.0,2,0,0,60,0
17067,54770,7,18,0,1,sourcing,5,25,3.329255780917055,1,0,1,51,0
17068,10819,5,24,0,0,other,1,39,4.0,4,1,0,71,0
17069,39744,4,31,0,1,other,3,38,3.0,7,0,0,59,0
17070,77480,4,6,0,1,other,1,41,5.0,11,0,0,60,0
17071,27484,7,19,0,1,sourcing,1,28,4.0,3,0,0,48,0
17072,8501,0,14,0,1,sourcing,2,30,4.0,6,0,0,82,0
17073,38745,8,14,0,1,other,1,38,2.0,7,0,0,76,0
17074,43232,4,11,0,1,referred,1,34,4.0,5,0,0,57,0
17075,37953,7,23,0,1,other,1,31,4.0,7,0,0,50,0
17076,53632,7,1,0,1,other,1,27,3.329255780917055,1,0,0,51,0
17077,52252,7,11,0,1,sourcing,1,59,5.0,3,1,0,47,0
17078,48377,4,15,0,0,other,2,34,3.0,4,1,0,54,0
17079,43203,4,18,2,0,other,1,39,3.0,3,0,0,57,0
17080,34751,4,10,0,0,sourcing,1,34,3.0,7,1,0,62,0
17081,3271,5,5,2,1,other,1,39,5.0,10,1,0,67,0
17082,13122,7,14,0,1,other,1,43,2.0,2,1,0,50,0
17083,68765,7,23,0,1,other,1,30,4.0,5,0,0,46,0
17084,52342,7,20,0,1,other,2,33,5.0,4,1,0,50,0
17085,31250,7,14,0,1,referred,1,28,3.0,2,1,0,51,0
17086,16471,7,18,0,0,sourcing,1,34,4.0,7,0,0,58,1
17087,3421,4,4,0,1,sourcing,1,28,3.0,3,1,0,59,1
17088,30459,1,14,0,1,other,1,30,5.0,2,1,0,92,1
17089,52033,7,14,0,1,referred,1,31,5.0,1,1,0,50,0
17090,66020,7,33,0,1,sourcing,2,26,1.0,2,0,0,49,0
17091,35541,7,4,0,1,sourcing,1,26,2.0,2,0,0,47,0
17092,51663,4,14,2,1,other,1,56,3.0,21,0,0,63,0
17093,47169,2,2,0,0,other,1,30,4.0,4,1,0,49,0
17094,28383,4,6,2,1,other,1,42,3.0,7,0,0,59,0
17095,64354,7,11,0,0,sourcing,1,28,5.0,5,0,0,46,0
17096,64755,7,31,0,1,sourcing,1,28,5.0,2,1,0,47,1
17097,52875,8,31,2,1,other,4,38,1.0,4,1,0,79,0
17098,42837,8,31,0,1,other,1,28,3.0,6,1,0,84,0
17099,49227,4,11,0,1,other,1,50,5.0,15,1,0,58,0
17100,10102,1,31,0,1,other,1,33,2.0,4,0,0,60,0
17101,35820,3,4,0,1,sourcing,1,29,3.0,4,1,0,64,0
17102,10542,8,4,2,1,other,1,52,3.0,7,0,0,78,0
17103,46914,7,28,0,0,other,1,27,5.0,4,1,0,48,0
17104,67667,5,4,0,1,sourcing,1,27,4.0,3,0,0,78,1
17105,27562,8,6,2,1,sourcing,1,32,4.0,6,1,0,81,1
17106,78274,5,11,2,1,other,1,46,3.0,4,0,0,72,0
17107,78052,4,2,0,1,sourcing,3,45,4.0,2,0,0,61,0
17108,12533,7,6,0,1,sourcing,1,31,4.0,7,0,0,52,0
17109,11756,7,24,0,1,sourcing,1,38,2.0,9,0,0,53,0
17110,28060,7,0,0,1,other,1,32,5.0,7,1,0,50,0
17111,26431,4,6,2,0,sourcing,1,53,3.0,20,0,0,59,0
17112,61267,0,19,0,1,other,1,36,3.0,3,1,0,84,0
17113,1221,8,11,0,1,referred,1,24,3.0,2,0,0,77,0
17114,12888,0,21,0,1,other,1,36,4.0,7,1,0,85,0
17115,36411,4,22,0,1,other,1,28,5.0,2,1,0,61,0
17116,6548,8,14,0,1,other,2,27,1.0,2,0,0,78,0
17117,27440,7,25,0,0,sourcing,1,32,3.0,7,0,0,52,0
17118,15321,8,2,0,1,sourcing,1,33,3.0,6,0,0,79,0
17119,64815,7,20,2,1,other,1,39,5.0,5,1,0,50,0
17120,74236,7,6,0,0,other,1,28,3.329255780917055,1,0,0,47,0
17121,47689,7,3,0,1,other,1,34,3.0,9,0,0,51,0
17122,32323,5,3,0,0,sourcing,1,26,3.0,2,0,0,68,0
17123,44538,8,26,0,0,other,1,46,1.0,16,0,0,83,0
17124,26434,8,11,0,1,other,2,42,3.0,13,0,0,83,0
17125,65902,1,23,0,1,other,1,29,3.0,5,0,0,58,0
17126,44634,5,31,2,1,sourcing,1,45,3.0,2,1,0,68,0
17127,77036,8,11,0,0,referred,1,31,5.0,5,0,1,90,1
17128,5342,0,25,0,1,sourcing,1,30,1.0,6,0,0,90,0
17129,33673,5,14,0,0,other,3,29,5.0,5,1,1,87,1
17130,76797,0,18,0,1,other,1,28,3.0,5,0,0,89,0
17131,60741,0,24,0,1,other,1,26,3.329255780917055,1,1,0,84,0
17132,54878,8,11,0,1,other,1,26,5.0,3,1,0,80,0
17133,57293,7,0,0,1,other,1,34,5.0,4,0,0,55,0
17134,26783,7,6,0,1,sourcing,1,37,5.0,10,0,0,51,0
17135,40105,1,3,0,1,other,1,28,4.0,2,1,0,61,0
17136,66438,8,11,0,1,other,2,42,3.0,3,1,0,80,1
17137,53784,4,24,0,0,sourcing,1,31,5.0,5,0,0,57,0
17138,58967,8,7,0,0,other,1,28,4.0,3,0,0,80,0
17139,59328,7,4,0,0,sourcing,1,31,4.0,6,0,0,66,1
17140,53195,1,2,0,0,other,1,31,3.0,5,0,0,58,0
17141,68010,5,11,0,0,other,1,35,5.0,9,1,0,69,1
17142,7541,7,14,0,1,other,1,33,5.0,5,1,0,49,0
17143,21281,2,14,0,1,other,1,29,4.0,6,1,0,50,0
17144,13886,0,20,2,1,other,1,31,5.0,2,1,0,89,1
17145,67415,1,14,2,1,sourcing,2,33,5.0,8,1,0,59,1
17146,55771,7,15,2,1,sourcing,1,42,4.0,4,1,0,51,0
17147,51449,2,19,0,0,other,1,26,3.0,3,1,0,54,0
17148,16545,8,11,0,1,other,1,33,4.0,8,1,0,79,0
17149,61358,0,21,0,1,other,1,36,3.0,4,0,0,86,0
17150,46134,7,29,0,1,other,1,40,1.0,6,0,0,48,0
17151,72023,8,11,0,1,sourcing,1,58,2.0,26,0,0,82,0
17152,31385,8,11,0,0,sourcing,1,39,3.0,9,0,0,82,0
17153,52979,7,11,0,0,sourcing,2,34,1.0,7,0,0,49,0
17154,41490,0,31,0,1,sourcing,2,32,4.0,5,0,0,82,0
17155,77473,7,7,0,0,other,1,36,5.0,8,0,0,52,0
17156,66966,6,14,0,1,sourcing,1,28,5.0,3,1,0,85,0
17157,41281,7,20,0,1,sourcing,1,33,4.0,4,0,0,50,0
17158,53219,4,14,0,1,sourcing,2,25,3.0,6,0,1,58,0
17159,70882,7,11,0,0,sourcing,1,49,3.0,3,1,0,46,0
17160,28233,7,19,0,1,sourcing,1,28,3.0,4,0,0,50,0
17161,68020,0,10,0,1,other,1,30,5.0,4,1,0,87,0
17162,5580,7,17,0,1,sourcing,1,30,2.0,5,0,0,53,0
17163,61314,4,11,1,1,other,1,22,4.0,2,0,0,51,0
17164,2687,4,27,0,1,other,1,32,3.0,6,1,0,62,0
17165,12283,7,6,0,0,other,1,30,5.0,3,0,0,50,0
17166,61092,1,31,1,1,other,1,26,5.0,3,1,0,58,0
17167,55060,7,22,0,1,other,1,43,2.0,4,1,0,49,0
17168,7521,2,6,0,0,sourcing,1,29,2.0,2,0,0,56,0
